PELÍCULA;;;;;;COMENTARIOS;;
Título;Año;Estrellas;Género;Duración;Reseña;ComTexto;Calificación;ComFechaHora
Avant;2014;3;Documental;98';"Una olvidada compa&ntilde;ía nacional de ballet que habita un teatro todavía en construcción se ve revolucionada con la llegada de Julio Bocca, uno de los mejores bailarines de ballet de todas las épocas. Tras su retiro profesional y buscando encontrar un nuevo lugar en el mundo de la danza, Bocca asume el desafío de dirigir el Ballet Nacional del Sodre y proyectarlo a un nivel de competencia internacional. Mediante la contemplación del funcionamiento y la cotideanidad de esta compa&ntilde;ía, la película explora este espacio en construcción, ambientado en una escenografía en constante metamorfosis, ofreciendo una mirada sobre quiénes somos a través de lo que hacemos.";Excelente. Un placer para los sentidos que además nos deja mucho sobre lo que reflexionar.  Bravo Julio Boca !;5;2014-09-01 20:18:28.000
Avant;2014;3;Documental;98';"Una olvidada compa&ntilde;ía nacional de ballet que habita un teatro todavía en construcción se ve revolucionada con la llegada de Julio Bocca, uno de los mejores bailarines de ballet de todas las épocas. Tras su retiro profesional y buscando encontrar un nuevo lugar en el mundo de la danza, Bocca asume el desafío de dirigir el Ballet Nacional del Sodre y proyectarlo a un nivel de competencia internacional. Mediante la contemplación del funcionamiento y la cotideanidad de esta compa&ntilde;ía, la película explora este espacio en construcción, ambientado en una escenografía en constante metamorfosis, ofreciendo una mirada sobre quiénes somos a través de lo que hacemos.";Me gustó muchísimo. Una gran obra coral, donde todos tienen la misma importancia. Así se hacen las grandes obras. Excelente la fotografía y algunas anécdotas con el gremio realmente desopilantes.;4;2014-09-01 20:11:46.000
Avant;2014;3;Documental;98';"Una olvidada compa&ntilde;ía nacional de ballet que habita un teatro todavía en construcción se ve revolucionada con la llegada de Julio Bocca, uno de los mejores bailarines de ballet de todas las épocas. Tras su retiro profesional y buscando encontrar un nuevo lugar en el mundo de la danza, Bocca asume el desafío de dirigir el Ballet Nacional del Sodre y proyectarlo a un nivel de competencia internacional. Mediante la contemplación del funcionamiento y la cotideanidad de esta compa&ntilde;ía, la película explora este espacio en construcción, ambientado en una escenografía en constante metamorfosis, ofreciendo una mirada sobre quiénes somos a través de lo que hacemos.";"Me gustó, pero el espectaculo es el baile, lo que, segun el titulo seria la ""avant premier"" de una obra de ballet, que queda en la nada, yo la hubiera terminado con el final de ""eso"" por lo que se ensaya. Estuvo de mas las obras que se realizaron en el Auditorio, que tiene que ver eso con el ballet, tambien las personas que limpian no tienen nada que hacer en el film, convengamos que la pelicula lo que quiere mostrar son los ensayos y no lo que se dialoga entre empleados de otros rubros, ajenos al baile. De todas maneras es una propuesta interesante.";2;2014-09-01 00:47:03.000
Avant;2014;3;Documental;98';"Una olvidada compa&ntilde;ía nacional de ballet que habita un teatro todavía en construcción se ve revolucionada con la llegada de Julio Bocca, uno de los mejores bailarines de ballet de todas las épocas. Tras su retiro profesional y buscando encontrar un nuevo lugar en el mundo de la danza, Bocca asume el desafío de dirigir el Ballet Nacional del Sodre y proyectarlo a un nivel de competencia internacional. Mediante la contemplación del funcionamiento y la cotideanidad de esta compa&ntilde;ía, la película explora este espacio en construcción, ambientado en una escenografía en constante metamorfosis, ofreciendo una mirada sobre quiénes somos a través de lo que hacemos.";Salimos encantadas, divina película, hecha muy profesionalmente. Bien por el cine uruguayo y por el ballet. Quedamos con ganas de más.;5;2014-08-31 21:03:17.000
Avant;2014;3;Documental;98';"Una olvidada compa&ntilde;ía nacional de ballet que habita un teatro todavía en construcción se ve revolucionada con la llegada de Julio Bocca, uno de los mejores bailarines de ballet de todas las épocas. Tras su retiro profesional y buscando encontrar un nuevo lugar en el mundo de la danza, Bocca asume el desafío de dirigir el Ballet Nacional del Sodre y proyectarlo a un nivel de competencia internacional. Mediante la contemplación del funcionamiento y la cotideanidad de esta compa&ntilde;ía, la película explora este espacio en construcción, ambientado en una escenografía en constante metamorfosis, ofreciendo una mirada sobre quiénes somos a través de lo que hacemos.";Magnífica. Solamente una crítica: debería haber terminado con Cascanueces en escena.;5;2014-08-31 19:32:03.000
Avant;2014;3;Documental;98';"Una olvidada compa&ntilde;ía nacional de ballet que habita un teatro todavía en construcción se ve revolucionada con la llegada de Julio Bocca, uno de los mejores bailarines de ballet de todas las épocas. Tras su retiro profesional y buscando encontrar un nuevo lugar en el mundo de la danza, Bocca asume el desafío de dirigir el Ballet Nacional del Sodre y proyectarlo a un nivel de competencia internacional. Mediante la contemplación del funcionamiento y la cotideanidad de esta compa&ntilde;ía, la película explora este espacio en construcción, ambientado en una escenografía en constante metamorfosis, ofreciendo una mirada sobre quiénes somos a través de lo que hacemos.";Vale la pena dejarse llevar. Excelente foto y música. Quisiera ver más ballet. Lástima que ya agotó Don QUijote. Me convirtieron para siempre. Felicitaciones Julio Bocca y su equipo;4;2014-08-31 15:30:22.000
Avant;2014;3;Documental;98';"Una olvidada compa&ntilde;ía nacional de ballet que habita un teatro todavía en construcción se ve revolucionada con la llegada de Julio Bocca, uno de los mejores bailarines de ballet de todas las épocas. Tras su retiro profesional y buscando encontrar un nuevo lugar en el mundo de la danza, Bocca asume el desafío de dirigir el Ballet Nacional del Sodre y proyectarlo a un nivel de competencia internacional. Mediante la contemplación del funcionamiento y la cotideanidad de esta compa&ntilde;ía, la película explora este espacio en construcción, ambientado en una escenografía en constante metamorfosis, ofreciendo una mirada sobre quiénes somos a través de lo que hacemos.";Muy buena.;4;2014-08-30 19:33:58.000
Avant;2014;3;Documental;98';"Una olvidada compa&ntilde;ía nacional de ballet que habita un teatro todavía en construcción se ve revolucionada con la llegada de Julio Bocca, uno de los mejores bailarines de ballet de todas las épocas. Tras su retiro profesional y buscando encontrar un nuevo lugar en el mundo de la danza, Bocca asume el desafío de dirigir el Ballet Nacional del Sodre y proyectarlo a un nivel de competencia internacional. Mediante la contemplación del funcionamiento y la cotideanidad de esta compa&ntilde;ía, la película explora este espacio en construcción, ambientado en una escenografía en constante metamorfosis, ofreciendo una mirada sobre quiénes somos a través de lo que hacemos.";Fascinante. Lo lenta que es por momentos sirve para llevarte a un estado de emoción contenida. Salí en puntas de pie;4;2014-08-30 16:10:04.000
Avant;2014;3;Documental;98';"Una olvidada compa&ntilde;ía nacional de ballet que habita un teatro todavía en construcción se ve revolucionada con la llegada de Julio Bocca, uno de los mejores bailarines de ballet de todas las épocas. Tras su retiro profesional y buscando encontrar un nuevo lugar en el mundo de la danza, Bocca asume el desafío de dirigir el Ballet Nacional del Sodre y proyectarlo a un nivel de competencia internacional. Mediante la contemplación del funcionamiento y la cotideanidad de esta compa&ntilde;ía, la película explora este espacio en construcción, ambientado en una escenografía en constante metamorfosis, ofreciendo una mirada sobre quiénes somos a través de lo que hacemos.";Buena. Muy interesante conocer otras facetas del hacer en cultura;3;2014-08-30 15:08:42.000
Avant;2014;3;Documental;98';"Una olvidada compa&ntilde;ía nacional de ballet que habita un teatro todavía en construcción se ve revolucionada con la llegada de Julio Bocca, uno de los mejores bailarines de ballet de todas las épocas. Tras su retiro profesional y buscando encontrar un nuevo lugar en el mundo de la danza, Bocca asume el desafío de dirigir el Ballet Nacional del Sodre y proyectarlo a un nivel de competencia internacional. Mediante la contemplación del funcionamiento y la cotideanidad de esta compa&ntilde;ía, la película explora este espacio en construcción, ambientado en una escenografía en constante metamorfosis, ofreciendo una mirada sobre quiénes somos a través de lo que hacemos.";Nunca comento pero las palabras de Daniel me animan. Cuando empezó también pensé qué tienen que ver las limpiadoras del Sodre con Julio Bocca. Hay que quedarse la hora y pico que dura para comprobarlo.  Avant fue la elección de otros en la cola del cine y agradezco haberme dejado convencer. Celebro que exista esa cámara para mostrarnos lo que no vemos y los detalles que hacen el todo. Una gran obra.;3;2014-08-30 15:07:33.000
Avant;2014;3;Documental;98';"Una olvidada compa&ntilde;ía nacional de ballet que habita un teatro todavía en construcción se ve revolucionada con la llegada de Julio Bocca, uno de los mejores bailarines de ballet de todas las épocas. Tras su retiro profesional y buscando encontrar un nuevo lugar en el mundo de la danza, Bocca asume el desafío de dirigir el Ballet Nacional del Sodre y proyectarlo a un nivel de competencia internacional. Mediante la contemplación del funcionamiento y la cotideanidad de esta compa&ntilde;ía, la película explora este espacio en construcción, ambientado en una escenografía en constante metamorfosis, ofreciendo una mirada sobre quiénes somos a través de lo que hacemos.";Me reí y lloré todo a la vez. Imágenes bellísimas y como bailarina lo digo, también muy reales.  La epopeya del Ballet del SODRE. De pie ! una preciosa película. mis felicitaciones;5;2014-08-30 14:57:02.000
Avant;2014;3;Documental;98';"Una olvidada compa&ntilde;ía nacional de ballet que habita un teatro todavía en construcción se ve revolucionada con la llegada de Julio Bocca, uno de los mejores bailarines de ballet de todas las épocas. Tras su retiro profesional y buscando encontrar un nuevo lugar en el mundo de la danza, Bocca asume el desafío de dirigir el Ballet Nacional del Sodre y proyectarlo a un nivel de competencia internacional. Mediante la contemplación del funcionamiento y la cotideanidad de esta compa&ntilde;ía, la película explora este espacio en construcción, ambientado en una escenografía en constante metamorfosis, ofreciendo una mirada sobre quiénes somos a través de lo que hacemos.";Me encantó ! Bravo. No pueden, no deben dejar de verla;4;2014-08-30 13:38:32.000
Avant;2014;3;Documental;98';"Una olvidada compa&ntilde;ía nacional de ballet que habita un teatro todavía en construcción se ve revolucionada con la llegada de Julio Bocca, uno de los mejores bailarines de ballet de todas las épocas. Tras su retiro profesional y buscando encontrar un nuevo lugar en el mundo de la danza, Bocca asume el desafío de dirigir el Ballet Nacional del Sodre y proyectarlo a un nivel de competencia internacional. Mediante la contemplación del funcionamiento y la cotideanidad de esta compa&ntilde;ía, la película explora este espacio en construcción, ambientado en una escenografía en constante metamorfosis, ofreciendo una mirada sobre quiénes somos a través de lo que hacemos.";Un plomazo!! Aburrida y sin pies ni cabeza. Me retiré de la sala. Un tema que podía haber sido mas que interesante queda en la nada. Que importa ver una mezcladora y la limpieza del pasamano de bronce de la sala teniendo a uno de los mejores bailarines del mundo a mano. No hay contextualización, ni entrevistados. Un desperdicio;1;2014-08-29 17:04:49.000
